"REF_DATE","GEO","DGUID","School type","Program type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013/2014","Northwest Territories","2016A000261","Home-schooling","General programs for adults","Number","223","units","0","v1077009382","13.4.3","","..","","","0"
"2014/2015","Northwest Territories","2016A000261","Home-schooling","General programs for adults","Number","223","units","0","v1077009382","13.4.3","","..","","","0"
"2015/2016","Northwest Territories","2016A000261","Home-schooling","General programs for adults","Number","223","units","0","v1077009382","13.4.3","","..","","","0"
"2016/2017","Northwest Territories","2016A000261","Home-schooling","General programs for adults","Number","223","units","0","v1077009382","13.4.3","","..","","","0"
"2017/2018","Northwest Territories","2016A000261","Home-schooling","General programs for adults","Number","223","units","0","v1077009382","13.4.3","","..","","","0"
"2006/2007","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","0","","","","0"
"2007/2008","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","0","","","","0"
"2008/2009","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","0","","","","0"
"2009/2010","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","0","","","","0"
"2010/2011","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","","..","","","0"
"2011/2012","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","","..","","","0"
"2012/2013","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","","..","","","0"
"2013/2014","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","","..","","","0"
"2014/2015","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","","..","","","0"
"2015/2016","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","","..","","","0"
"2016/2017","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","","..","","","0"
"2017/2018","Northwest Territories","2016A000261","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009383","13.4.4","","..","","","0"


